TaskTime,BoxRotation,RotationError,BoxPosX,BoxPosY,BoxPosZ,BoxAngVelX,BoxAngVelY,BoxAngVelZ,Robot1PosX,Robot1PosY,Robot1PosZ,Robot2PosX,Robot2PosY,Robot2PosZ,Robot1Speed,Robot2Speed,RobotDistanceDiff,HapticPosX,HapticPosY,HapticPosZ,HapticForceX,HapticForceY,HapticForceZ,ForceMagnitude,IsInContact,ContactType,ContactDuration,Phase,CumulativeError,StabilityMetric
0.02383137,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999943,0.005574778,0.00195187,-0.6999962,0.005574398,0.001944261,0.00177898,0.001392971,1.399991,8.568168E-08,0.1000001,0.3999991,2.461645E-07,2.815794,2.461645E-07,2.815794,0,,0,initialization,9.312176E-07,0.2815793
0.04920769,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999943,0.00557477,0.001951855,-0.6999963,0.005574413,0.001944257,0.001780007,0.0013936,1.399991,8.568168E-08,0.1000001,0.3999991,2.461645E-07,2.815794,2.461645E-07,2.815794,0,,0,initialization,9.312176E-07,0.2815793
0.07400608,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999943,0.00557477,0.001951881,-0.6999964,0.005574405,0.001944244,0.001778815,0.001394815,1.399991,8.568168E-08,0.1000001,0.3999991,2.461645E-07,2.815794,2.461645E-07,2.815794,0,,0,initialization,9.312176E-07,0.2815793
0.09910774,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999943,0.005574778,0.001951875,-0.6999962,0.005574368,0.001944244,0.001779147,0.001392717,1.399991,8.568168E-08,0.1000001,0.3999991,2.461645E-07,2.815794,2.461645E-07,2.815794,0,,0,initialization,9.312176E-07,0.2815793
0.124155,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999943,0.005574778,0.001951877,-0.6999964,0.005574398,0.001944255,0.001779897,0.001393779,1.399991,8.568168E-08,0.1000001,0.3999991,2.461645E-07,2.815794,2.461645E-07,2.815794,0,,0,initialization,9.312176E-07,0.2815793
0.1492491,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999943,0.00557477,0.001951879,-0.6999962,0.005574398,0.001944246,0.001779368,0.001392981,1.399991,8.568168E-08,0.1000001,0.3999991,2.461645E-07,2.815794,2.461645E-07,2.815794,0,,0,initialization,9.312176E-07,0.2815793
0.1740208,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999943,0.005574763,0.001951862,-0.6999964,0.005574398,0.001944253,0.001778795,0.001393496,1.399991,8.568168E-08,0.1000001,0.3999991,2.461645E-07,2.815794,2.461645E-07,2.815794,0,,0,initialization,9.312176E-07,0.2815793
0.2089539,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999944,0.005574778,0.001951849,-0.6999964,0.005574398,0.001944261,0.001779963,0.001393498,1.399991,8.568168E-08,0.1000001,0.3999991,2.461645E-07,2.815794,2.461645E-07,2.815794,0,,0,initialization,9.312176E-07,0.2815793
0.2332058,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999944,0.00557477,0.001951857,-0.6999962,0.005574383,0.001944249,0.001779218,0.001392142,1.399991,8.568168E-08,0.1000001,0.3999991,2.461645E-07,2.815794,2.461645E-07,2.815794,0,,0,initialization,9.312176E-07,0.2815793
0.258605,-9.312176E-07,9.312176E-07,-1.598284E-08,0.09999995,0.3999998,0,0,0,0.6999944,0.005574778,0.001951853,-0.6999964,0.005574383,0.001944268,0.001779934,0.001392977,1.399991,8.568168E-08,0.1000001,0.3999991,2.461646E-07,2.815795,2.461646E-07,2.815795,0,,0,initialization,9.312176E-07,0.2815795
