Timestamp,AverageLatency,MessageRate
0.097944,0.000000,0.00
0.158233,0.000000,0.00
0.216150,0.000000,0.00
0.275037,0.000000,0.00
0.333170,0.000000,0.00
0.389341,0.000000,0.00
0.439758,0.000000,0.00
0.490363,0.000000,0.00
0.550694,0.000000,0.00
0.605257,0.000000,0.00
0.665749,0.000000,0.00
0.721728,0.000000,0.00
0.774099,0.000000,0.00
0.829131,0.000000,0.00
0.909739,0.000000,0.00
0.963325,0.000000,0.00
1.018442,0.000000,0.00
1.071203,0.000000,0.00
1.129102,0.000000,0.00
1.188395,0.000000,0.00
1.296051,0.000000,0.00
1.346726,0.000000,0.00
1.404795,0.000000,0.00
1.512616,0.000000,0.00
1.571331,0.000000,0.00
1.629274,0.000000,0.00
1.688098,0.000000,0.00
1.788278,0.000000,0.00
1.846364,0.000000,0.00
1.955351,0.000000,0.00
2.012910,0.000000,0.00
2.070982,0.000000,0.00
2.129245,0.000000,0.00
2.188396,0.000000,0.00
2.246199,0.000000,0.00
2.354499,0.000000,0.00
2.412293,0.000000,0.00
2.470896,0.000000,0.00
2.529184,0.000000,0.00
2.587843,0.000000,0.00
2.695860,0.000000,0.00
2.746680,0.000000,0.00
2.805141,0.000000,0.00
2.863147,0.000000,0.00
2.915679,0.000000,0.00
2.971390,0.000000,0.00
3.022448,0.000000,0.00
3.073167,0.000000,0.00
3.124428,0.000000,0.00
3.181662,0.000000,0.00
3.238275,0.000000,0.00
3.288902,0.000000,0.00
3.348769,0.000000,0.00
3.454943,0.000000,0.00
3.513372,0.000000,0.00
3.570783,0.000000,0.00
3.624059,0.000000,0.00
3.679708,0.000000,0.00
3.737109,0.000000,0.00
3.787830,0.000000,0.00
3.846673,0.000000,0.00
3.905201,0.000000,0.00
4.013284,0.000000,0.00
4.064039,0.000000,0.00
4.121029,0.000000,0.00
4.171075,0.000000,0.00
4.221819,0.000000,0.00
4.329960,0.000000,0.00
4.388082,0.000000,0.00
4.446452,0.000000,0.00
4.546903,0.000000,0.00
4.655026,0.000000,0.00
4.713461,0.000000,0.00
4.772730,0.000000,0.00
4.829539,0.000000,0.00
4.888071,0.000000,0.00
4.946445,0.000000,0.00
5.054524,0.000000,0.00
5.112433,0.000000,0.00
5.171806,0.000000,0.00
5.230019,0.000000,0.00
5.288570,0.000000,0.00
5.395620,0.000000,0.00
5.454283,0.000000,0.00
5.512287,0.000000,0.00
5.562866,0.000000,0.00
5.613254,0.000000,0.00
5.671659,0.000000,0.00
5.724591,0.000000,0.00
5.779164,0.000000,0.00
5.837923,0.000000,0.00
5.897054,0.000000,0.00
5.955178,0.000000,0.00
6.006542,0.000000,0.00
6.063363,0.000000,0.00
6.164932,0.000000,0.00
6.224251,0.000000,0.00
6.278841,0.000000,0.00
6.330523,0.000000,0.00
6.389507,0.000000,0.00
6.446820,0.000000,0.00
6.505130,0.000000,0.00
6.557199,0.000000,0.00
6.612705,0.000000,0.00
6.664723,0.000000,0.00
6.721322,0.000000,0.00
6.822049,0.000000,0.00
6.881205,0.000000,0.00
6.938329,0.000000,0.00
6.996325,0.000000,0.00
7.046986,0.000000,0.00
7.105103,0.000000,0.00
7.162488,0.000000,0.00
7.212600,0.000000,0.00
7.270552,0.000000,0.00
7.329763,0.000000,0.00
7.387789,0.000000,0.00
7.535407,0.000000,0.00
