Timestamp,AverageLatency,MessageRate
0.093363,0.000000,0.00
0.159047,0.000000,0.00
0.210092,0.000000,0.00
0.317339,0.000000,0.00
0.370530,0.000000,0.00
0.428658,0.000000,0.00
0.479949,0.000000,0.00
0.535046,0.000000,0.00
0.587275,0.000000,0.00
0.643609,0.000000,0.00
0.783554,0.000000,0.00
0.896716,0.000000,0.00
1.007990,0.000000,0.00
1.101145,0.000000,0.00
1.203989,0.000000,0.00
1.258812,0.000000,0.00
1.309254,0.000000,0.00
1.444008,0.000000,0.00
1.500113,0.000000,0.00
1.559083,0.000000,0.00
1.616677,0.000000,0.00
1.668001,0.000000,0.00
1.775962,0.000000,0.00
1.833961,0.000000,0.00
1.892501,0.000000,0.00
1.950409,0.000000,0.00
2.009434,0.000000,0.00
2.109677,0.000000,0.00
2.167263,0.000000,0.00
2.275715,0.000000,0.00
2.336657,0.000000,0.00
2.392296,0.000000,0.00
2.442921,0.000000,0.00
2.500073,0.000000,0.00
2.550197,0.000000,0.00
2.609248,0.000000,0.00
2.709939,0.000000,0.00
2.817390,0.000000,0.00
2.875875,0.000000,0.00
2.933528,0.000000,0.00
2.992455,0.000000,0.00
3.050079,0.000000,0.00
3.100265,0.000000,0.00
3.150325,0.000000,0.00
3.209342,0.000000,0.00
3.267471,0.000000,0.00
3.375695,0.000000,0.00
3.433469,0.000000,0.00
3.484041,0.000000,0.00
3.592545,0.000000,0.00
3.651031,0.000000,0.00
3.709379,0.000000,0.00
3.809914,0.000000,0.00
3.867241,0.000000,0.00
3.975751,0.000000,0.00
4.033597,0.000000,0.00
4.092464,0.000000,0.00
4.150315,0.000000,0.00
4.209187,0.000000,0.00
4.267422,0.000000,0.00
4.375629,0.000000,0.00
4.433670,0.000000,0.00
4.492343,0.000000,0.00
4.550581,0.000000,0.00
4.608965,0.000000,0.00
4.709398,0.000000,0.00
4.767571,0.000000,0.00
4.875713,0.000000,0.00
4.933587,0.000000,0.00
4.992312,0.000000,0.00
5.050404,0.000000,0.00
5.100731,0.000000,0.00
5.158788,0.000000,0.00
5.209582,0.000000,0.00
5.267530,0.000000,0.00
5.375672,0.000000,0.00
5.433934,0.000000,0.00
5.492357,0.000000,0.00
5.550594,0.000000,0.00
5.600734,0.000000,0.00
5.658924,0.000000,0.00
5.709485,0.000000,0.00
5.809454,0.000000,0.00
5.859520,0.000000,0.00
5.917323,0.000000,0.00
5.975697,0.000000,0.00
6.033938,0.000000,0.00
6.092397,0.000000,0.00
6.150647,0.000000,0.00
6.209377,0.000000,0.00
6.317235,0.000000,0.00
6.376123,0.000000,0.00
6.433868,0.000000,0.00
6.488496,0.000000,0.00
6.542979,0.000000,0.00
6.644152,0.000000,0.00
6.701494,0.000000,0.00
6.809265,0.000000,0.00
6.909868,0.000000,0.00
6.967629,0.000000,0.00
7.075724,0.000000,0.00
7.133906,0.000000,0.00
7.184389,0.000000,0.00
7.242751,0.000000,0.00
7.300246,0.000000,0.00
7.350687,0.000000,0.00
7.409334,0.000000,0.00
7.509449,0.000000,0.00
7.609803,0.000000,0.00
7.717821,0.000000,0.00
7.775673,0.000000,0.00
7.826165,0.000000,0.00
7.884184,0.000000,0.00
7.942883,0.000000,0.00
8.000396,0.000000,0.00
8.050431,0.000000,0.00
8.109276,0.000000,0.00
8.167446,0.000000,0.00
8.275605,0.000000,0.00
8.333960,0.000000,0.00
8.392454,0.000000,0.00
8.450528,0.000000,0.00
8.500548,0.000000,0.00
8.550683,0.000000,0.00
8.609389,0.000000,0.00
8.667506,0.000000,0.00
8.725978,0.000000,0.00
8.833672,0.000000,0.00
8.892316,0.000000,0.00
8.950463,0.000000,0.00
9.009275,0.000000,0.00
9.117167,0.000000,0.00
9.175700,0.000000,0.00
9.233713,0.000000,0.00
9.284226,0.000000,0.00
9.342773,0.000000,0.00
9.443265,0.000000,0.00
9.500278,0.000000,0.00
9.550535,0.000000,0.00
9.609288,0.000000,0.00
9.667627,0.000000,0.00
9.775661,0.000000,0.00
9.833652,0.000000,0.00
9.884157,0.000000,0.00
9.992331,0.000000,0.00
10.050560,0.000000,0.00
10.109280,0.000000,0.00
10.166870,0.000000,0.00
10.217010,0.000000,0.00
10.275430,0.000000,0.00
10.333460,0.000000,0.00
10.383880,0.000000,0.00
10.442450,0.000000,0.00
10.550070,0.000000,0.00
10.609490,0.000000,0.00
10.667270,0.000000,0.00
10.775590,0.000000,0.00
10.833550,0.000000,0.00
10.892020,0.000000,0.00
10.950060,0.000000,0.00
11.009190,0.000000,0.00
11.116790,0.000000,0.00
11.167430,0.000000,0.00
11.275240,0.000000,0.00
11.333470,0.000000,0.00
11.392570,0.000000,0.00
11.450050,0.000000,0.00
11.509310,0.000000,0.00
11.567090,0.000000,0.00
11.667290,0.000000,0.00
11.775390,0.000000,0.00
11.833370,0.000000,0.00
11.892010,0.000000,0.00
11.942590,0.000000,0.00
11.999920,0.000000,0.00
12.050660,0.000000,0.00
12.109430,0.000000,0.00
12.167260,0.000000,0.00
12.225720,0.000000,0.00
12.333440,0.000000,0.00
12.392100,0.000000,0.00
12.450280,0.000000,0.00
12.509120,0.000000,0.00
12.563990,0.000000,0.00
12.616690,0.000000,0.00
12.675360,0.000000,0.00
12.733330,0.000000,0.00
12.792080,0.000000,0.00
12.850010,0.000000,0.00
12.909450,0.000000,0.00
12.967350,0.000000,0.00
13.025860,0.000000,0.00
13.076220,0.000000,0.00
13.133730,0.000000,0.00
13.192110,0.000000,0.00
13.249990,0.000000,0.00
13.310060,0.000000,0.00
13.367160,0.000000,0.00
13.475480,0.000000,0.00
13.533400,0.000000,0.00
13.592890,0.000000,0.00
13.650570,0.000000,0.00
13.709110,0.000000,0.00
13.816630,0.000000,0.00
13.875480,0.000000,0.00
13.933300,0.000000,0.00
13.991980,0.000000,0.00
14.042490,0.000000,0.00
14.149950,0.000000,0.00
14.209300,0.000000,0.00
14.268020,0.000000,0.00
14.325790,0.000000,0.00
14.433410,0.000000,0.00
14.492070,0.000000,0.00
14.550090,0.000000,0.00
14.609220,0.000000,0.00
14.667080,0.000000,0.00
14.775390,0.000000,0.00
14.833330,0.000000,0.00
14.892000,0.000000,0.00
14.942560,0.000000,0.00
14.999810,0.000000,0.00
15.050040,0.000000,0.00
15.108980,0.000000,0.00
15.209400,0.000000,0.00
15.267090,0.000000,0.00
15.325650,0.000000,0.00
15.433580,0.000000,0.00
15.491990,0.000000,0.00
15.542490,0.000000,0.00
15.650620,0.000000,0.00
15.708990,0.000000,0.00
15.816590,0.000000,0.00
15.867310,0.000000,0.00
15.925870,0.000000,0.00
16.033480,0.000000,0.00
16.092080,0.000000,0.00
16.150060,0.000000,0.00
16.209080,0.000000,0.00
16.316660,0.000000,0.00
16.375650,0.000000,0.00
16.433370,0.000000,0.00
16.492110,0.000000,0.00
16.550000,0.000000,0.00
16.609000,0.000000,0.00
16.667100,0.000000,0.00
16.767170,0.000000,0.00
16.826270,0.000000,0.00
16.883960,0.000000,0.00
16.942510,0.000000,0.00
17.049870,0.000000,0.00
17.108890,0.000000,0.00
17.216720,0.000000,0.00
17.275220,0.000000,0.00
17.333010,0.000000,0.00
17.383540,0.000000,0.00
17.491870,0.000000,0.00
17.550030,0.000000,0.00
17.609040,0.000000,0.00
17.709410,0.000000,0.00
17.767160,0.000000,0.00
17.817360,0.000000,0.00
17.875580,0.000000,0.00
17.933650,0.000000,0.00
17.992040,0.000000,0.00
18.042560,0.000000,0.00
18.150020,0.000000,0.00
18.208960,0.000000,0.00
18.309200,0.000000,0.00
