Timestamp,AverageLatency,MessageRate
0.091105,0.000000,0.00
0.149425,0.000000,0.00
0.201838,0.000000,0.00
0.254371,0.000000,0.00
0.310371,0.000000,0.00
0.396756,0.000000,0.00
0.512481,0.000000,0.00
0.623165,0.000000,0.00
0.731957,0.000000,0.00
0.782697,0.000000,0.00
0.832767,0.000000,0.00
0.885140,0.000000,0.00
0.941013,0.000000,0.00
0.991038,0.000000,0.00
1.049415,0.000000,0.00
1.107627,0.000000,0.00
1.207865,0.000000,0.00
1.266262,0.000000,0.00
1.366757,0.000000,0.00
1.424804,0.000000,0.00
1.482695,0.000000,0.00
1.590800,0.000000,0.00
1.649284,0.000000,0.00
1.707705,0.000000,0.00
1.766244,0.000000,0.00
1.816357,0.000000,0.00
1.874195,0.000000,0.00
1.932591,0.000000,0.00
1.985460,0.000000,0.00
2.041119,0.000000,0.00
2.091227,0.000000,0.00
2.149263,0.000000,0.00
2.207734,0.000000,0.00
2.265976,0.000000,0.00
2.373891,0.000000,0.00
2.424668,0.000000,0.00
2.482919,0.000000,0.00
2.541244,0.000000,0.00
2.599141,0.000000,0.00
2.657332,0.000000,0.00
2.707808,0.000000,0.00
2.766136,0.000000,0.00
2.874119,0.000000,0.00
2.932911,0.000000,0.00
2.990978,0.000000,0.00
3.049222,0.000000,0.00
3.107683,0.000000,0.00
3.207863,0.000000,0.00
3.266186,0.000000,0.00
3.374201,0.000000,0.00
3.432533,0.000000,0.00
3.483041,0.000000,0.00
3.540926,0.000000,0.00
3.648881,0.000000,0.00
3.698961,0.000000,0.00
3.749110,0.000000,0.00
3.807615,0.000000,0.00
3.857663,0.000000,0.00
3.915917,0.000000,0.00
3.973933,0.000000,0.00
4.024529,0.000000,0.00
4.082880,0.000000,0.00
4.140896,0.000000,0.00
4.249207,0.000000,0.00
4.307806,0.000000,0.00
4.366148,0.000000,0.00
4.474010,0.000000,0.00
4.532596,0.000000,0.00
4.590602,0.000000,0.00
4.649261,0.000000,0.00
4.707669,0.000000,0.00
4.766160,0.000000,0.00
4.873918,0.000000,0.00
4.924497,0.000000,0.00
5.032517,0.000000,0.00
5.083158,0.000000,0.00
5.190864,0.000000,0.00
5.249305,0.000000,0.00
5.308067,0.000000,0.00
5.366216,0.000000,0.00
5.473833,0.000000,0.00
5.524586,0.000000,0.00
5.582639,0.000000,0.00
5.690842,0.000000,0.00
5.749238,0.000000,0.00
5.807810,0.000000,0.00
5.865995,0.000000,0.00
5.966146,0.000000,0.00
6.074148,0.000000,0.00
6.132506,0.000000,0.00
6.190835,0.000000,0.00
6.249082,0.000000,0.00
6.307761,0.000000,0.00
6.366231,0.000000,0.00
6.474259,0.000000,0.00
6.532720,0.000000,0.00
6.590685,0.000000,0.00
6.649104,0.000000,0.00
6.707944,0.000000,0.00
6.766170,0.000000,0.00
6.874200,0.000000,0.00
6.932239,0.000000,0.00
6.990845,0.000000,0.00
7.049041,0.000000,0.00
7.099046,0.000000,0.00
7.149170,0.000000,0.00
7.199325,0.000000,0.00
7.257143,0.000000,0.00
7.307833,0.000000,0.00
7.366113,0.000000,0.00
7.474101,0.000000,0.00
7.532138,0.000000,0.00
7.590685,0.000000,0.00
7.649003,0.000000,0.00
7.707751,0.000000,0.00
7.766161,0.000000,0.00
7.874280,0.000000,0.00
7.932417,0.000000,0.00
7.990707,0.000000,0.00
8.041240,0.000000,0.00
8.099016,0.000000,0.00
8.156981,0.000000,0.00
8.207490,0.000000,0.00
8.266355,0.000000,0.00
8.324281,0.000000,0.00
8.432426,0.000000,0.00
8.490640,0.000000,0.00
8.549050,0.000000,0.00
8.607650,0.000000,0.00
8.657717,0.000000,0.00
8.715836,0.000000,0.00
8.773924,0.000000,0.00
8.832077,0.000000,0.00
8.882670,0.000000,0.00
8.990779,0.000000,0.00
9.049296,0.000000,0.00
9.107800,0.000000,0.00
9.165827,0.000000,0.00
9.273858,0.000000,0.00
9.332397,0.000000,0.00
9.390914,0.000000,0.00
9.448810,0.000000,0.00
9.507597,0.000000,0.00
9.566317,0.000000,0.00
9.624351,0.000000,0.00
9.732289,0.000000,0.00
9.790797,0.000000,0.00
9.849014,0.000000,0.00
9.907757,0.000000,0.00
9.966006,0.000000,0.00
10.073870,0.000000,0.00
10.132870,0.000000,0.00
10.190670,0.000000,0.00
10.248930,0.000000,0.00
10.307570,0.000000,0.00
10.366120,0.000000,0.00
10.473850,0.000000,0.00
10.532550,0.000000,0.00
10.590730,0.000000,0.00
10.648670,0.000000,0.00
10.698840,0.000000,0.00
10.757300,0.000000,0.00
10.815670,0.000000,0.00
10.873830,0.000000,0.00
10.932110,0.000000,0.00
10.990770,0.000000,0.00
11.048750,0.000000,0.00
11.098770,0.000000,0.00
11.149230,0.000000,0.00
11.207620,0.000000,0.00
11.315830,0.000000,0.00
11.373880,0.000000,0.00
11.432320,0.000000,0.00
11.482810,0.000000,0.00
11.590870,0.000000,0.00
11.649290,0.000000,0.00
11.707990,0.000000,0.00
11.765950,0.000000,0.00
11.873830,0.000000,0.00
11.924330,0.000000,0.00
12.032250,0.000000,0.00
12.090580,0.000000,0.00
12.141010,0.000000,0.00
12.241090,0.000000,0.00
12.299050,0.000000,0.00
12.349190,0.000000,0.00
12.407530,0.000000,0.00
12.465970,0.000000,0.00
12.573900,0.000000,0.00
12.632360,0.000000,0.00
12.690880,0.000000,0.00
12.749030,0.000000,0.00
12.807370,0.000000,0.00
12.915610,0.000000,0.00
12.973850,0.000000,0.00
13.032160,0.000000,0.00
13.090740,0.000000,0.00
13.149000,0.000000,0.00
13.207500,0.000000,0.00
13.315730,0.000000,0.00
13.373990,0.000000,0.00
13.432730,0.000000,0.00
13.490660,0.000000,0.00
13.548980,0.000000,0.00
13.607420,0.000000,0.00
13.657480,0.000000,0.00
13.715580,0.000000,0.00
13.773980,0.000000,0.00
13.832440,0.000000,0.00
13.890540,0.000000,0.00
13.949250,0.000000,0.00
14.007630,0.000000,0.00
14.065950,0.000000,0.00
14.173870,0.000000,0.00
14.232220,0.000000,0.00
14.290680,0.000000,0.00
14.348930,0.000000,0.00
14.407880,0.000000,0.00
14.465710,0.000000,0.00
14.515750,0.000000,0.00
14.573800,0.000000,0.00
14.632440,0.000000,0.00
14.690650,0.000000,0.00
14.748960,0.000000,0.00
14.849170,0.000000,0.00
14.907550,0.000000,0.00
14.965780,0.000000,0.00
15.073850,0.000000,0.00
15.132460,0.000000,0.00
15.190500,0.000000,0.00
15.248900,0.000000,0.00
15.357310,0.000000,0.00
15.415640,0.000000,0.00
15.466220,0.000000,0.00
15.573860,0.000000,0.00
15.631960,0.000000,0.00
15.682790,0.000000,0.00
15.741010,0.000000,0.00
15.798640,0.000000,0.00
15.848910,0.000000,0.00
15.907710,0.000000,0.00
16.015620,0.000000,0.00
16.066130,0.000000,0.00
16.124080,0.000000,0.00
16.232420,0.000000,0.00
16.290310,0.000000,0.00
16.349080,0.000000,0.00
16.449470,0.000000,0.00
