Timestamp,AverageLatency,MessageRate
0.096192,0.000000,0.00
0.153725,0.000000,0.00
0.212168,0.000000,0.00
0.270462,0.000000,0.00
0.329062,0.000000,0.00
0.386784,0.000000,0.00
0.437187,0.000000,0.00
0.488719,0.000000,0.00
0.546699,0.000000,0.00
0.597247,0.000000,0.00
0.657175,0.000000,0.00
0.713551,0.000000,0.00
0.764672,0.000000,0.00
0.820017,0.000000,0.00
0.870224,0.000000,0.00
0.921934,0.000000,0.00
0.979762,0.000000,0.00
1.037181,0.000000,0.00
1.089983,0.000000,0.00
1.149772,0.000000,0.00
1.206638,0.000000,0.00
1.266626,0.000000,0.00
1.322002,0.000000,0.00
1.376216,0.000000,0.00
1.508712,0.000000,0.00
1.569558,0.000000,0.00
1.620214,0.000000,0.00
1.670505,0.000000,0.00
1.728730,0.000000,0.00
1.829269,0.000000,0.00
1.906486,0.000000,0.00
1.963500,0.000000,0.00
2.020310,0.000000,0.00
2.070319,0.000000,0.00
2.128956,0.000000,0.00
2.229301,0.000000,0.00
2.287424,0.000000,0.00
2.395908,0.000000,0.00
2.453506,0.000000,0.00
2.504225,0.000000,0.00
2.562685,0.000000,0.00
2.620378,0.000000,0.00
2.670449,0.000000,0.00
2.728853,0.000000,0.00
2.786475,0.000000,0.00
2.836505,0.000000,0.00
2.887017,0.000000,0.00
2.945738,0.000000,0.00
3.003658,0.000000,0.00
3.062103,0.000000,0.00
3.169544,0.000000,0.00
3.220263,0.000000,0.00
3.279293,0.000000,0.00
3.337242,0.000000,0.00
3.396050,0.000000,0.00
3.453597,0.000000,0.00
3.511690,0.000000,0.00
3.562301,0.000000,0.00
3.619902,0.000000,0.00
3.670597,0.000000,0.00
3.728990,0.000000,0.00
3.836954,0.000000,0.00
3.895362,0.000000,0.00
3.945813,0.000000,0.00
4.003571,0.000000,0.00
4.053635,0.000000,0.00
4.112097,0.000000,0.00
4.169986,0.000000,0.00
4.228665,0.000000,0.00
4.286579,0.000000,0.00
4.336723,0.000000,0.00
4.387102,0.000000,0.00
4.445661,0.000000,0.00
4.557387,0.000000,0.00
4.611879,0.000000,0.00
4.669801,0.000000,0.00
4.720140,0.000000,0.00
4.778652,0.000000,0.00
4.836698,0.000000,0.00
4.895030,0.000000,0.00
4.953608,0.000000,0.00
5.011843,0.000000,0.00
5.062116,0.000000,0.00
5.170144,0.000000,0.00
5.278618,0.000000,0.00
5.328935,0.000000,0.00
5.386725,0.000000,0.00
5.436978,0.000000,0.00
5.495267,0.000000,0.00
5.553640,0.000000,0.00
5.611771,0.000000,0.00
5.662065,0.000000,0.00
5.719795,0.000000,0.00
5.770284,0.000000,0.00
5.828865,0.000000,0.00
5.887000,0.000000,0.00
5.995513,0.000000,0.00
6.053097,0.000000,0.00
6.103374,0.000000,0.00
6.153478,0.000000,0.00
6.211745,0.000000,0.00
6.270160,0.000000,0.00
6.328689,0.000000,0.00
6.378795,0.000000,0.00
6.436243,0.000000,0.00
6.487309,0.000000,0.00
6.545901,0.000000,0.00
6.604195,0.000000,0.00
6.662107,0.000000,0.00
6.720266,0.000000,0.00
6.779014,0.000000,0.00
6.836033,0.000000,0.00
6.886633,0.000000,0.00
6.936859,0.000000,0.00
6.994989,0.000000,0.00
7.045362,0.000000,0.00
7.096194,0.000000,0.00
7.153302,0.000000,0.00
7.204011,0.000000,0.00
7.262202,0.000000,0.00
7.319383,0.000000,0.00
7.369776,0.000000,0.00
7.420253,0.000000,0.00
7.479088,0.000000,0.00
7.537041,0.000000,0.00
7.595597,0.000000,0.00
7.653504,0.000000,0.00
7.712100,0.000000,0.00
7.762812,0.000000,0.00
7.819818,0.000000,0.00
7.869820,0.000000,0.00
7.928700,0.000000,0.00
8.036120,0.000000,0.00
8.095086,0.000000,0.00
8.145695,0.000000,0.00
8.203332,0.000000,0.00
8.253599,0.000000,0.00
8.311864,0.000000,0.00
8.369627,0.000000,0.00
8.428671,0.000000,0.00
8.486204,0.000000,0.00
8.536436,0.000000,0.00
8.587118,0.000000,0.00
8.645548,0.000000,0.00
8.753073,0.000000,0.00
8.811835,0.000000,0.00
8.869555,0.000000,0.00
8.919819,0.000000,0.00
8.969989,0.000000,0.00
9.029061,0.000000,0.00
9.086267,0.000000,0.00
9.136346,0.000000,0.00
9.186980,0.000000,0.00
9.245454,0.000000,0.00
9.303950,0.000000,0.00
9.362341,0.000000,0.00
9.419413,0.000000,0.00
9.470019,0.000000,0.00
9.528708,0.000000,0.00
9.578738,0.000000,0.00
9.629048,0.000000,0.00
9.686898,0.000000,0.00
9.787052,0.000000,0.00
9.845704,0.000000,0.00
9.903696,0.000000,0.00
9.962677,0.000000,0.00
10.019950,0.000000,0.00
10.078600,0.000000,0.00
10.129080,0.000000,0.00
10.187100,0.000000,0.00
10.245530,0.000000,0.00
10.303520,0.000000,0.00
10.411960,0.000000,0.00
10.469910,0.000000,0.00
10.528840,0.000000,0.00
10.587670,0.000000,0.00
10.645460,0.000000,0.00
10.703400,0.000000,0.00
10.753430,0.000000,0.00
10.811860,0.000000,0.00
10.869870,0.000000,0.00
10.920140,0.000000,0.00
10.978340,0.000000,0.00
11.036280,0.000000,0.00
11.086870,0.000000,0.00
11.187040,0.000000,0.00
11.245210,0.000000,0.00
11.353420,0.000000,0.00
11.411720,0.000000,0.00
11.469890,0.000000,0.00
11.528850,0.000000,0.00
11.586700,0.000000,0.00
11.637160,0.000000,0.00
11.696000,0.000000,0.00
11.753290,0.000000,0.00
11.811990,0.000000,0.00
11.869880,0.000000,0.00
11.920040,0.000000,0.00
11.978850,0.000000,0.00
12.036620,0.000000,0.00
12.087880,0.000000,0.00
12.145980,0.000000,0.00
12.247810,0.000000,0.00
12.305940,0.000000,0.00
12.362430,0.000000,0.00
12.471730,0.000000,0.00
12.528570,0.000000,0.00
12.636450,0.000000,0.00
12.686640,0.000000,0.00
12.739280,0.000000,0.00
12.795070,0.000000,0.00
12.853220,0.000000,0.00
12.911800,0.000000,0.00
12.969920,0.000000,0.00
13.021980,0.000000,0.00
13.078420,0.000000,0.00
13.128880,0.000000,0.00
13.186960,0.000000,0.00
13.245380,0.000000,0.00
13.295680,0.000000,0.00
13.347030,0.000000,0.00
13.453240,0.000000,0.00
13.504220,0.000000,0.00
13.562370,0.000000,0.00
13.620070,0.000000,0.00
13.678260,0.000000,0.00
13.728570,0.000000,0.00
13.781930,0.000000,0.00
13.836660,0.000000,0.00
13.888390,0.000000,0.00
13.945850,0.000000,0.00
13.997110,0.000000,0.00
14.054140,0.000000,0.00
14.105760,0.000000,0.00
14.164060,0.000000,0.00
14.226140,0.000000,0.00
14.279540,0.000000,0.00
14.330860,0.000000,0.00
14.386900,0.000000,0.00
14.437130,0.000000,0.00
14.494910,0.000000,0.00
14.553440,0.000000,0.00
14.613790,0.000000,0.00
14.670430,0.000000,0.00
14.728790,0.000000,0.00
14.786630,0.000000,0.00
